,Animais,Produtos,Nome,Descrição,Especificações,Peso,Preço,Imagem
35,Gato,Higiene e Limpeza,Escova Furminator New Gatos Pelo Curto,"A Escova Furminator New Gatos Pelo Curto é muito usada e recomendada por veterinários e profissionais do ramo. É uma ferramenta intrínseca que diminui consideravelmente a queda dos pelos (90%), além de reduzir a ingestão de pelos e consequentemente a formação de bolas de pelos no sistema digestivo dos gatos.","- Indicado para gatos de todas as idades e de todos os portes; - Não prejudica os pelos saudáveis, assim ajuda a renovar a saúde da pelagem do pet; - Fabricado com aço, borracha e plástico, conta com cabo ergonômico.",Tam M,"144,47",https://www.petlove.com.br/images/products/231087/hd_no_extent/Escova_Furminator_New_Gatos_Pelo_Curto_2316475_1_M.jpg?1627741316
36,Gato,Higiene e Limpeza,Escova Massageadora Truqys Pet Coçadinha Cinza,"A Escova Massageadora Truqys Pet Coçadinha Cinza foi especialmente elaborada de acordo com os hábitos dos felinos. Com compartimento para catnip que vai atrair seu pet para dar aquela ""coçadinha"" na escova. Higieniza e massageia simultaneamente elevando o bem estar do seu gatinho além de deixá-lo relaxado e feliz.",- Massageia e relaxa; - Acompanha erva do gato; - Remove até 90% dos pelos mortos; - Mais higiene e reduz a queda de pelos; - Com compartimento para catnip; - Diminui problemas causados pelo bolas de pelos no estomago.,Tam unico,"50,69",https://www.petlove.com.br/images/products/224857/hd_no_extent/Escova_Massageadora_Truqys_Pet_Co%C3%A7adinha_Cinza_2342472.jpg?1627721066
37,Gato,Higiene e Limpeza,Banho a Seco Pet Clean para Gatos,"Elaborado para uma higiene sem água, o Banho a Seco Pet Clean para Gatos promove uma higienização rápida e segura, sendo ideal para dias mais frios ou para situações imprevisíveis. Contém silicone que auxilia no ressecamento, além de realçar o brilho do pelo",- pH neutro; - Fragrância suave; - Previne o ressecamento; - Deixa os pelos brilhosos; - Limpa e perfuma; - Diminui o efeito bola de pelo; - Elimina o mau cheiro.,300mL,"17,9",https://www.petlove.com.br/images/products/249864/hd_no_extent/Banho_a_Seco_Pet_Clean_para_Gatos_-_300_mL_2509374_3.jpg?1635265538
38,Gato,Brinquedos e Acessórios,Brinquedo LCM Bolinha com Penas Cat Toy Azul para Gato,"O Brinquedo LCM Bolinha com Penas Cat Toy Azul para Gato possuí plumas totalmente atrativas ao seu gatinho. Podendo ser utilizada com erva de gato, deixando o brinquedo ainda mais interessante.","- Bolinha com textura e plumas coloridas e vibrantes; - Auxilia na redução da ansiedade e estresse dos felinos; - Proporciona atividade física e entretenimento para seu pet; - Material de alta qualidade, seguro e não agride a saúde do pet; - Textura diferenciada que desperta interesse, leve e super fácil de brincar.",Tam unico,"7,9",https://www.petlove.com.br/images/products/199620/hd_no_extent/Brinquedo_Bolinha_LCM_Pet's_Toys_Cat_-_Azul_1951311.jpg?1627641110
39,Gato,Brinquedos e Acessórios,Brinquedo LCM Varinha Cat Fishing Azul para Gato,"O Brinquedo LCM Varinha Cat Fishing Azul para Gato contribui para aguçar os instintos do seu felino. É um brinquedo ideal para você (papai ou mamãe) se divertir junto com seu gatinho. Quanto mais você movimenta a varinha, mais você desperta o interesse do pet de brincar e se manter ativo.","- Bolinha com textura e plumas coloridas e vibrantes; - Auxilia na redução da ansiedade e estresse dos felinos; - Proporciona atividade física e entretenimento para seu pet; - Material de alta qualidade, seguro e não agride a saúde do pet; - Textura diferenciada que desperta interesse, leve e super fácil de brincar.",Tam unico,"17,9",https://www.petlove.com.br/images/products/199874/hd_no_extent/Brinquedo_Cat_LCM_Fishing_-_Azul_1951315.jpg?1627642006
40,Gato,Brinquedos e Acessórios,Brinquedo Varinha Dental Rosa para Gatos,"Com cores vibrantes e som de leve guizo, o Brinquedo Varinha Dental Rosa para Gatos é perfeito para estimular o seu bichano aumentando a mobilidade e agilidade, sem deixar de fora a diversão e os cuidados com a higiene bucal - não machuca a gengiva e os dentes. Possui formato que permite alcançar as áreas mais difíceis, prevenindo contra placas bacterianas.",- Feito com material atóxico; - Cerdas extra macias e anatômicas; - Evita o acúmulo de tártaros e mau hálito; - Compartimento para catnip e creme dental; - Auxilia na saúde bucal e massageia a gengiva; - Contém 1 creme dental de 5 g sabor tutti frutti e catnip,Tam unico,"62,96",https://www.petlove.com.br/images/products/229608/hd_no_extent/Brinquedo_Varinha_Dental_Rosa_para_Gatos_2549218.jpg?1627731724
41,Gato,Brinquedos e Acessórios,Comedouro Ergonômico NF Pet Mr. Bigode Antiformigas Rosa para Gatos,"O Comedouro Ergonômico NF Pet Mr. Bigode Antiformigas Rosa para Gatos é essencial para uma refeição tranquila! Com sistema antiformiga, evita que esses insetos tenham contato com o alimento do seu pet. O diferencial do Mr. Bigode é a superfície côncava que permite que o alimento fique no centro do comedouro e a quina evita que o bigode encoste no alimento.",- Sistema antiformiga; - Com superfície côncava; - Evita o desconforto e estresse; - Quinas que não permitem que o bigode toque no alimento.,250mL,"25,07",https://www.petlove.com.br/images/products/232178/hd_no_extent/Comedouro_Ergon%C3%B4mico_NF_Pet_Mr._Bigode_Antiformigas_Rosa_para_GatosComedouro_Ergon%C3%B4mico_NF_Pet_Mr._Bigode_Antiformigas_Rosa_para_Gatos_2345244_1.jpg?1627744668
42,Gato,Brinquedos e Acessórios,Comedouro Ergonômico NF Pet Mr. Bigode Antiformigas Branco para Gatos,"O Comedouro Ergonômico NF Pet Mr. Bigode Antiformigas Branco para Gatos é essencial para uma refeição tranquila! Com sistema antiformiga, evita que esses insetos tenham contato com o alimento do seu pet. O diferencial do Mr. Bigode é a superfície côncava que permite que o alimento fique no centro do comedouro e a quina evita que o bigode encoste no alimento.",- Sistema antiformiga; - Com superfície côncava; - Evita o desconforto e estresse; - Quinas que não permitem que o bigode toque no alimento.,250mL,"25,07",https://www.petlove.com.br/images/products/206035/hd_no_extent/Comedouro_Ergon%C3%B4mico_NF_Pet_Mr._Bigode_Antiformigas_Branco_para_Gatos_-_250_mL_2202440_3.jpg?1627660831
43,Gato,Brinquedos e Acessórios,Comedouro CatMyPet Snack Cat Preto,"O Comedouro CatMyPet Snack Cat Preto é contemporâneo, com design ideal para a segurança e o conforto do seu pet. Possui bowl em porcelana com as laterais abauladas evitando que a ração fique presa nos cantos, o que contribui para uma alimentação mais fácil além de evitar o desperdício da ração. O suporte em acrílico é muito resistente, possui uma pequena inclinação proporcionando ao felino uma postura correta na hora de comer, sem entortar o pescoço ou fazer muito esforço para alcançar o alimento, e evitando desta maneira que o bowl caía ou que seja arrastado pela casa. Singular tanto na porcelana quanto no suporte, com o Snack Cat seu amigo vai se alimentar de maneira saudável sem abrir mão do requinte.","- Leve inclinação para manter a posição adequada do felino; - Bowl em porcelana, formato de gato; - Suporte em acrílico; acrílico 100% puro não prolifera bactérias; - Laterais abauladas, o que significa que a ração não ficará presa nos cantinhos; - Fácil de limpar e higienizar; - Com estampa divertida;",Tam unico,"92,27",https://www.petlove.com.br/images/products/230051/hd_no_extent/Comedouro_CatMyPet_Snack_Cat_2345665_1.jpg?1627732800
44,Gato,Brinquedos e Acessórios,Bebedouro Fonte Branco para Gatos,"O Bebedouro Fonte Branco para Gatos conta com o sistema exclusivo de ""pocinha"", que incentiva o consumo de água do seu gato, proporcionando maior hidratação e evitando doenças renais. Feito com plástico livre de BPA, mais seguro e com maior durabilidade. Possui baixo consumo de energia e fácil higienização, evitando problemas na hora de limpar o acessório.","- Através do incentivo da hidratação, proporciona benefícios para a saúde renal do pet; - Mantém a água corrente, despertando o interesse do gato para beber regularmente; - Design com estampa exclusiva, possui sistema de controle de intensidade da água",Tam unico,"44,95",https://www.petlove.com.br/images/products/266640/hd_no_extent/Bebedouro_Fonte_Branco_para_Gatos_31027520690_%282%29.jpg?1676577163
45,Gato,Brinquedos e Acessórios,Bebedouro Fonte CatMyPet Torneira MagiCat Gold,"O Bebedouro Fonte CatMyPet Torneira MagiCat Gold é o único bebedouro em formato de torneira mágica do mundo! Foi desenvolvido com toda tecnologia necessária para o uso seguro do seu gatinho. Visando o conforto e total qualidade, conta com um design confortável para que o pet não precise mais ficar em posições desconfortáveis para tomar água da torneira, além de contar com um motor especial, silencioso e principalmente um sistema antichoque. Este produto acompanha 1 Kg de pedras naturais.","- Não queima se ficar sem água; - Recarregável com cabo USB bivolt; - Com suporte para garantir mais estabilidade; - Acompanha 1 Kg de pedras naturais; - Possui motor especial, com sistema sec seguro; - Basta ligar na tomada, sem precisar de instalação hidráulica; - Deixa a temperatura fresquinha da água com a ajuda das pedras; - Não entope com pelos e restos de ração, sendo muito fácil de limpar; - Extremamente silencioso com som relaxante da água caindo como na natureza; - Estimula o consumo de até 3x mais água do que os outros bebedouros comuns.",Tam unico,"428,85",https://www.petlove.com.br/images/products/232541/hd_no_extent/Bebedouro_Magicat_Gold_com_Suporte_para_Gatos__2590828.jpg?1627745808
46,Gato,Brinquedos e Acessórios,Brinquedo CatMyPet Varinha Pesca Gatinho,"O Brinquedo CatMyPet Varinha Pesca Gatinho vai promover momentos de diversão para você e seu pet. Uma verdadeira vara de carretilha onde a isca é uma pena artificial, ideal para estimular os instintos naturais de caça do seu gatinho. Contribui para a saúde do seu felino além de proporcionar uma brincadeira divertida e fascinante. Seu gatinho vai amar!",- Perfeita para a diversão em grupo; - Resistente aos destemidos caçadores; - Possui refil de penas (vendido separadamente).,Tam unico,"62,15",https://www.petlove.com.br/images/products/212297/hd_no_extent/Brinquedo_CatMyPet_Varinha_Pesca_Gatinho_-_Varinha_2345667_1.jpg?1627681567
47,Gato,Brinquedos e Acessórios,Playground de Madeira Escura para Gatos,"Para garantir diversão e distração para o seu pet, o Playground de Madeira Escura para Gatos foi desenvolvido para proporcionar variedade de brincadeiras, deixando seu peludo ativo e feliz. Contém 3 almofadas, arranhador em carpete e 2 pêndulos.",- Estimula o exercício; - Reduz o estresse e o tédio; - Diversas opções de brincadeira; - Ideal para ambiente de tamanho reduzido.,Tam unico,"877,5",https://www.petlove.com.br/images/products/232914/hd_no_extent/Playground_de_Madeira_Escura_para_Gatos_2594979.jpg?1627746986
48,Gato,Brinquedos e Acessórios,Brinquedo Arranhador Parede Preto,"O Arranhador Parede Preto conta com um design exclusivo, feito especialmente para os bichanos que adoram se alongar! Promove redução de estresse e evita que os gatos arranhem os móveis. Também favorece o enriquecimento ambiental, através de estímulos sensoriais na ação de arranhar, que otimizam a qualidade de vida do pet.","- Instalação simples e intuitiva: sem complicações na hora de montar o arranhador; - Projetado para proporcionar bem-estar ao gato, não ocupa muito espaço no ambiente; - Pode ser posicionado em paredes e portas de madeira (desde que fixe de forma firme).",Tam unico,"29,9",https://www.petlove.com.br/images/products/266580/hd_no_extent/Arranhador_Parede_Preto_-_Tam._%C3%9Anico_31027520706_.jpg?1676478016
0,Pássaros,Alimentação,Ração Nutrópica com Frutas para Calopsita,"A Ração Nutrópica com Frutas para Calopsita é um alimento extrusado completo, com um sabor sabor irresistível e nutrientes no nível ideal para seu pet, que merece o que há de melhor. Contém pedaços de frutas tropicais além de mel e cereais integrais com os níveis de nutrientes ideias proporciona ao pássaro uma maior vitalidade assim como maior bem-estar.","- 100% completo, com o perfeito equilíbrio de energia, proteínas, vitaminas e minerais; - Mais prático e com menos chances de desperdício, possui pedaços de frutas tropicais; - Contém nutrientes que promovem mais saúde e maior longevidade para sua calopsita.",300g,"36,9",https://www.petlove.com.br/images/products/205563/hd_no_extent/Ra%C3%A7%C3%A3o_Nutr%C3%B3pica_com_Frutas_para_Calopsita-300g_31013119-1.jpg?1627659193
1,Pássaros,Alimentação,Mistura Balanceada Zootekna de Sementes Papagaio,"A Mistura Balanceada Zootekna de Sementes Papagaio, é repleta de ingredientes nutritivos e saudáveis, seu papagaio sempre terá energia e uma saúde melhor.São sementes selecionadas e balanceadas zoo tecnicamente, ricas em carboidratos de alta digestibilidade.",- Aroma de frutas; - Livre de toxinas; - Composto por sementes selecionadas,400g,"8,22",https://www.petlove.com.br/images/products/156595/hd_no_extent/Mistura_Balanceada_Zootekna_de_Sementes_Papagaio_-_400_g_.jpg?1627544818
2,Pássaros,Alimentação,Ração Nutrópica Natural para Papagaios,"Alimento extrusado completo, especialmente indicado para Papagaios, Cacatuas e outros Psitacídeos, formulado com os melhores ingredientes, suprindo todas as necessidades nutricionais do seu pássaro. Alimento extrusado completo, formulado com níveis moderado de energia, ajudando a prevenir a obesidade tão comum nos papagaios. Ração Nutrópica Natural para Papagaio feito com ingredientes de alta qualidade e 100% natural sem a utilização de corantes ou aromatizantes artificiais o que garante um sabor irresistível ao alimento. Níveis reduzidos de energia para maior saúde, bem estar e longevidade.","- Alimento super premium, fornece uma alimentação completa e balanceada para o seu pet; - Fórmula natural sem adição de corantes artificiais, possui sabor e textura inigualáveis; - Proteínas, vitaminas, minerais e todos os outros nutrientes essenciais para dieta de aves.",5kg,"289,9",https://www.petlove.com.br/images/products/205553/hd_no_extent/Ra%C3%A7%C3%A3o_Nutr%C3%B3pica_Natural_para_Papagaios_3103529-2.jpg?1627659155
3,Pássaros,Alimentação,Ração Nutrópica Néctar para Beija-Flor,"A Ração Nutrópica Néctar para Beija-Flor é um alimento natural, especialmente desenvolvido aves nectarívoras. Os Beija-Flores são as menores e mais rápidas aves do mundo. Possuem uma alta taxa metabólica e alimentam-se de néctar de 5 a 14 vezes por hora, podendo consumir o equivalente a treze vezes o seu peso por dia. Ao contrário de outros néctares que utilizam corante artificial, a Ração Nutrópica Néctar é totalmente natural e não utiliza corantes, contribuindo assim para a segurança alimentar dessas delicadas aves.","- Alimento super premium, composição a base de açúcares com vitaminas essenciais; - Ideal para beija-flores, cambacicas, saíras e outra aves que se alimentam de néctar; - Sabor altamente atrativo, similar ao néctar que os beija-flores consomem em vida livre.",500g,"39,92",https://www.petlove.com.br/images/products/183523/hd_no_extent/BEIJA-FLOR-500GR.jpg?1627597349
4,Pássaros,Alimentação,Alimento Especial Zootekna para Periquito,"O Alimento Especial Zootekna para Periquito possui sementes selecionadas, composta por uma mistura balanceada, rica em carboidratos, minerais, vitaminas, aminoácidos e vitamina C, ajuda na resposta imunológica, na reprodução e na redução do estresse.",- Alimento completo; - Rico em proteínas; - Com transgênico; - Auxilia na diminuição do estresse,500g,"8,9",https://www.petlove.com.br/images/products/193654/hd_no_extent/Alimento_Especial_Zootekna_para_Periquito_-_500_g_3101244.jpg?1627621656
5,Pássaros,Alimentação,Ração Nutrópica Natural para Trinca-Ferro,"A Ração Nutrópica Natural para Trinca-Ferro é um alimento extrusado completo, especialmente formulado para os trinca ferros, corrupiões e outras pequenas aves frugívoras. Elaborado e especialmente desenvolvido para Trinca-Ferros (pixarros), Sanhaços, Saíras e demais aves frugívoros de pequeno porte. Ração super premium, 100% natural, contém ingredientes como: grãos integrais, ovo integral e mel, proporciona mais sabor. Tem proteínas de alto valor biológico, assim, seu amiguinho terá uma refeição nutricionalmente formulada.","- Livre corantes e aromatizantes artificiais, fórmula especial com nível reduzido de ferro; - Nutrientes que proporcionam mais saúde e longevidade para o seu amiguinho; - Conta com alta praticidade para fornecer o alimento, além de ser econômico",5kg,"269,91",https://www.petlove.com.br/images/products/205550/large/Ra%C3%A7%C3%A3o_Nutr%C3%B3pica_Natural_para_Trinca-Ferro_3103541-2.jpg?1627659147
6,Pássaros,Gaiolas e Acessórios,Bolsa de Transporte Animalíssimo Amarela para Calopsita,"A Bolsa de Transporte Animalíssimo Amarela para Calopsita é indicada para passeios e viagens curtas, de carro ou de ônibus. Super confortável, possui telas nas laterais para melhor ventilação. Com bolso para guardar o GTA (Guia de Trânsito Nacional), um documento oficial obrigatório para o transporte de animais.",- Base em ferro; - Em tecido impermeável; - Abertura em zíper; - Com tela nas laterais; - Bolso externo; - Alça para carregar; - Imagem meramente ilustrativa com tons e detalhes variados.,tam unico,"49,41",https://www.petlove.com.br/images/products/210364/hd_no_extent/Bolsa_de_Transporte_Animal%C3%ADssimo_Amarela_para_Calopsita_1859260_3.jpg?1627674526
7,Pássaros,Gaiolas e Acessórios,Casa Griff Dog para Aves Fêmeas Rosa,-,- Indicada para aves; - Super confortável; - Mais aconchego e proteção para a ave; - Disponível em embalagem com 1 unidade.,tam unico,"36,99",https://images.petz.com.br/fotos/1628695437858.jpg
8,Pássaros,Gaiolas e Acessórios,Gaiola Ferplast Regina Branco e Azul para Pássaros,-,"- Indicada para pássaros; - Ideal para canários, exóticos e outros pequenos pássaros; - Completa com um anel na parte superior para pendurá-la; - Base arredondada com duas bandejas removíveis; - Acessórios inclusos; - Disponível em embalagem com 1 balanço, 1 espelho de brinquedo, 1 pequeno sino, poleiros de plástico, 1 bebedouro, 1 clipe de alimentos, 1 misturador de alimentos, 1 alimentador giratório brava e 1 gaiola.",tam unico,"279,99",https://images.petz.com.br/fotos/1628688174202.jpg
9,Pássaros,Gaiolas e Acessórios,Capa para Fundo de Gaiolas Power Pets TNT - Cores Sortidas,-,- Indicada para gaiolas; - Proteção para o fundo da gaiola; - Impede as sementes de caírem no chão; - Evita que o ambiente onde o pet estiver fique sujo; - Ajuda a manter a higiene;,tam unico,"9,99",https://images.petz.com.br/fotos/1616771954417.jpg
10,Pássaros,Gaiolas e Acessórios,Gaiola Bragança Mini Play Branca para Calopsita Branca e Azul,,- Indicada para calopsita; - Feita com material atóxico; - Com pintura epoxi; - Possui poleiros em madeira na parte interna e externa; - Comedouros inclusos; - Disponível em embalagem com 1 unidade,tam unico,"219,9",https://images.petz.com.br/fotos/1657893274758.jpg
11,Pássaros,Higiene e Limpeza,Granulado Higiênico de Madeira Eco Farm,"Muito eficiente na eliminação de odores o Granulado Higiênico de Madeira Eco Farm é prático, não gruda na bandeja e pode ser descartado no lixo comum, no vaso sanitário ou no jardim como adubo. Fabricado com o pó da madeira pinus de reflorestamento.","- 100% natural, biodegradável; - Esterilizado; - Atóxico; - Não forma torrão, vira pó; - Sem chumbo ou corantes - Mantém a gaiola seca e sem cheiro; - Pode ser descartado no vaso sanitário.",15kg,"99,9",https://www.petlove.com.br/images/products/190479/hd_no_extent/3110225-2_1.jpg?1627614302
0,Peixes,Alimentação,Ração Tetra ColorBits em Grânulos,"A Tetra ColorBits em Grânulos, é um alimento completo para peixes tropicais que não contém corantes artificiais, conta com ingredientes de alta qualidade, fazendo da ColorBits, uma dieta balanceada que promove a melhora na cor de seus peixes.",- Alimento completo para peixes tropicais: - Dieta balanceada que promove a cor; - Sem corantes artificiais.,75g,"61,99",https://www.petlove.com.br/images/products/162952/hd_no_extent/ColorBits-75g_250ml_2.jpg?1627549758
1,Peixes,Alimentação,Ração Nutricon GoldFish Color para Peixes,"Ração Nutricon NutriBalls Cores para Peixes é um alimento completo, Formulado com ingredientes de elevada palatabilidade e fonte equilibrada de vitaminas, incluindo a vitamina C, enriquecido com minerais, prebiótico e levedura.","- Contribui para um bom desenvolvimento; - Sem adição de corantes artificiais, alimento extrusado flutuante; - Possui ingredientes altamente selecionados e naturais; - Promove melhoria na imunidade e realce das cores dos peixes; - Indicado para peixes de água fria em fase de crescimento.",300g,"77,56",https://www.petlove.com.br/images/products/252214/hd_no_extent/Ra%C3%A7%C3%A3o_Nutricon_GoldFish_Color_para_Peixes_1194929_300g.jpg?1644253061
2,Peixes,Alimentação,Ração Nutrafish Básica,"A Ração NutraFish Básica, é indicada para todos os tipos de peixes ornamentais, com uma fórmula completa de nutriente e vitaminas, proporcionando desenvolvimento e mais saúde ao seu pet. É ideal para uma dieta completa, com todos os nutrientes necessários para a alimentação diária.",- Contém proteínas e vitaminas que favorecem o bom funcionamento do organismo; - Possui nutrientes que auxiliam no desenvolvimento e favorece o sistema imunológico; - Sua fórmula conta com ingredientes que ajudam a realçar as cores dos peixinhos.,250g,"61,1",https://www.petlove.com.br/images/products/218972/hd_no_extent/Ra%C3%A7%C3%A3o_Nutrafish_B%C3%A1sica_-_250_g_1203537.jpg?1627701242
3,Peixes,Alimentação,Ração Mega Food Frutos do Mar,"A Ração Mega Food Camarão é um alimento em flocos desenvolvido com camarão fresco e uma rica quantidade, contém em sua formula ovas de peixe e elementos marinhos. Proporcionando um alimento nutritivo, e rico em vitaminas. Contém uma rica quantidade de ingredientes nutritivos para o melhor desempenho do organismo, garantindo mais qualidade de vida ao seu pet","- Fórmula com alho e vitaminas, proporciona beleza para o peixe e realça as cores; - Com nutrientes que promovem melhora da saúde e elevam o bem-estar dos peixinhos; - Contém ingredientes especiais, propícios para agradar o paladar de espécies ornamentais.",50g,"11,38",https://www.petlove.com.br/images/products/152400/hd_no_extent/Pote-Camarao-50g-com-alho.jpg?1627536367
4,Peixes,Alimentação,Ração Nutricon Nutricores para Peixes,"Ração Nutricon Nutricores para Peixes é um alimento completo, formulado à base de ingredientes de alto valor biológico e alta digestibilidade. Isento de corantes artificiais, o que mantém a água cristalina. Contém dose extra de cantaxantina, que estimula o realce das cores dos peixes. Possui suplementação de vitamina C, necessária aos peixes, pois em cativeiro a síntese deste nutriente é insuficiente.",- Contribui para um bom desenvolvimento; - Possui ingredientes altamente selecionados e naturais; - Promove melhoria na imunidade e realce das cores dos peixes; - Não possui corantes artificiais e melhora a resistências dos peixes; - Indicado para peixes de água fria em fase de crescimento.,12g,"18,65",https://www.petlove.com.br/images/products/252226/hd_no_extent/Ra%C3%A7%C3%A3o_Nutricon_Nutricores_para_Peixes_1194928_12.jpg?1644324163
5,Peixes,Alimentação,Ração Zootekna Basic Fish Premium em Flocos para Peixes,A Ração Zootekna Premium para Peixes Basic Fish em Flocos tem ingredientes selecionados ideais para o bom desenvolvimento dos peixinhos.,- Contém ingredientes essenciais para fornecer energia e beleza; - Com base em farináceos; - Em flocos de fácil digestão; - Embalagem prática e com vedação.,20g,"13,33",https://www.petlove.com.br/images/products/214391/hd_no_extent/Ra%C3%A7%C3%A3o_Zootekna_Basic_Fish_Premium_em_Flocos_para_Peixes_-_20_g_2248882.jpg?1627688378
6,Peixes,Alimentação,Ração Poytara Ciclídeos Herbivoros para Peixes,"A Ração Poytara Ciclídeos Herbivoros para Peixes é um alimento diário em formato de sticks flutuantes, indicado peixes adultos, em especial ciclídeos herbívoros dos lagos de Tanganyika e Malawi, na qual sua exigência proteica seja próxima de 28% e com dieta baseada em material orgânico e fibras. Conta com composição bem nutritiva, tornando-a completa. Pode ser usada como complementação para a alimentação de grandes onívoros e carnívoros, além de ciclídeos americanos que tenham o hábito de capturarem o alimento na superfície. Composto 100% por ingredientes naturais, vegetais e altamente selecionados para bem-estar do seu amiguinho.","- Contém aditivos nutricionais, responsáveis por melhorar a imunidade; - Promove o realce das cores naturais do pet; - Auxilia no regulamento do processo digestivo, muito importante para herbívoros, por conta do teor das fibras; - Supre a necessidade de peixes com restrição a proteína animal.",75g,"28,34",https://www.petlove.com.br/images/products/248498/hd_no_extent/_0061_Ra%C3%A7%C3%A3o_Poytara_Cicl%C3%ADdeos_Herbivoros_para_Peixes_-_75_g_2710574.jpg?1633617795
7,Peixes,Alimentação,Ração Poytara Ciclídeos Onívoros para Peixes,"A Ração Poytara Ciclídeos Onívoros para Peixes é um alimento em formato de grânulos flutuantes, indicado para ciclídeos americanos e onívoros de outras ordens na fase adulta e de portes médio e grande, que tenham o costume de capturar o alimento na superfície e amplo hábito alimentar na dieta natural. Como por exemplo: insetos, fibras, moluscos, restos orgânicos e pequenos crustáceos. A ração pode ser oferecida para: severos, papagaios, órcars, parachromis, a maioria dos ciclassomas, entre outras espécies que tenham a mesma característica, seja qual forma o habitat. Auxilia na formação óssea, além de contar com adição de probiótico e prebiótioco que melhoram o aproveitamento dos nutrientes e favorecem o desenvolvimento da flora intestinal benéfica do seu amiguinho.","- Proporciona o realce da coloração, por conta da astaxantina, spirulina, entre outras fontes de carotenóides naturais, presentes na formulação; - Possui 33% de proteína, visando suprir a exigência nutricional; - Contém ácidos graxos e base no perfil de aminoácidos essenciais, responsáveis por responderem a energia necessária na fase de reprodução; - Garante uma nutrição perfeita aos peixes onívoros, devido a sua composição nutricionalmente rica, atendendo as necessidades.",385g,"94,89",https://www.petlove.com.br/images/products/248502/hd_no_extent/_0056_Ra%C3%A7%C3%A3o_Poytara_Cicl%C3%ADdeos_On%C3%ADvoros_para_Peixes_-_385_g_2710579.jpg?1633617886
8,Peixes,Aquários e Acessórios,Kit Meu Primeiro Aquário 20L Aquaterrário,-,"- Indicado para peixes; - Aquário retangular com sump traseiro nano 20; - Capacidade de e 20 L; - Possui vidro incolor de 3mm; - Cover glass 4mm; - Acompanha aquário com tampa, luminária em led bivolt e sump traseiro; - Disponível em embalagem com 1 unidade bivolt.",20L,"279,99",https://images.petz.com.br/fotos/1627575510389.jpg
9,Peixes,Aquários e Acessórios,Aquário Boyu Curvo Preto MS-320 20 L,-,- Indicado para peixes; - Design moderno; - Possui iluminação led; - Contém sistema de filtragem; - Capacidade de 20L; - Disponível nas voltagens 110 V e 220 V.,20L,"663,99",https://images.petz.com.br/fotos/1569252390607.jpg
10,Peixes,Aquários e Acessórios,Kit Meu Primeiro Aquário Lester 18 Litros - Cores Sortidas,-,"- Indicado para peixes; - Vidro de 3mm; - Possui filtro externo 250L/H; - Acabamento com cores sortidas; - Enfeite artesanal em resina pintada à mão, modelo sortido; - Cascalho natural; - Planta plástica artificial; - Anti-cloro concentrado 1:2/ 1 gota para dois litros, contém 20ml; - Capacidade de 18L; - Disponível nas voltagens 110V e 220V.",18L,"388,99",https://images.petz.com.br/fotos/1627392611749.jpg
11,Peixes,Aquários e Acessórios,Aquário de Vidro Retangular Teruo Yamamoto para Peixes,-,"- Aquário retangular em vidro; - Pode ser usado para peixes de água salgada e doce, répteis e tartarugas; - Possui tampa removível; - Bonito, prático e resistente",9L,"78,99",https://images.petz.com.br/fotos/1452197467308.jpg
12,Peixes,Aquários e Acessórios,Condicionador Água Labcon Peixes Cristal,-,"- Indicado para aquários de água doce; - Ideal para recuperação da transparência da água; - Promove aglutinação das partículas e facilita a filtragem, - Disponível em embalagem com 15 ml. ,",15mL,"18,99",https://images.petz.com.br/fotos/1454964831471.jpg
13,Peixes,Aquários e Acessórios,Lã Acrílica Peixe Vivo 50x25 Filtro Aquário,-,- Indicado para aqeuario; - Não altera a água do seu aquário e garante uma ótima filtragem mecânica; - Pode ser colocado diretamente na entrada da água impedindo a entrada de impurezas maiores; - Ou na saída de agua evitando que as partes descartadas passem para o aquário; - É recomendável que a limpeza da Lã seja feita entre 15 e 30 dias levando em consideração a capacidade do filtro e o volume do aquário; - A troca deve ocorrer em aproximadamente 3 meses; - Embalagem em 1 unidade.,1 un,"7,99",https://images.petz.com.br/fotos/1499970131195.jpg
14,Peixes,Aquários e Acessórios,Substrato Para Aquários Aqua Pedras Cascalho de Rio,-,- Indicado para aquários; - Todo aquário precisa de uma base para que a vida dos peixes e plantas tenha qualidade; - É uma areia fina feita a base de cascalho de pedras de rio ideal para aquários; - Além de trazer um layout bonito não altera o ph da água do aquário; - Tem coloração que varia de amarelado para branco acinzentado;,1kg,"4,19",https://images.petz.com.br/fotos/1614084657504.jpg
15,Peixes,Aquários e Acessórios,Decoração Mbreda MixRock Rochas Para Aquário 1 unidade,-,"Indicado para aquários; - Complementa o visual do seu aquário, deixando-o mais bonito; - São rochas variadas que possuem diversas cores; - Semelhantes às rochas de granito,",1 un,"18,99",https://images.petz.com.br/fotos/30020150000976-1.jpg
